"Water Control Zone","Station","Dates","Sample No","Depth","Chlorophyll-a (μg/L)","Dissolved Oxygen (mg/L)","pH","Salinity (psu)","Turbidity (NTU)","Temperature (°C)","Suspended Solids (mg/L)","Total Inorganic Nitrogen (mg/L)"
"Tolo Harbour and Channel","TM8","2001-01-09","1","Surface Water","3.2","7.8","8.2","31.8","4.9","19.6","0.7","0.08"
"Tolo Harbour and Channel","TM8","2001-01-09","1","Middle Water","1.6","7.8","8.2","31.8","6","19.5","1.9","0.09"
"Tolo Harbour and Channel","TM8","2001-01-09","1","Bottom Water","1.8","7.7","8.2","31.8","5.9","19.4","1.7","0.07"
"Tolo Harbour and Channel","TM8","2001-02-15","1","Surface Water","3.1","7.2","8.4","32","7.2","16.5","1.8","0.09"
"Tolo Harbour and Channel","TM8","2001-02-15","1","Middle Water","3.9","7.4","8.5","32","7.5","16.4","2.8","0.09"
"Tolo Harbour and Channel","TM8","2001-02-15","1","Bottom Water","2.1","7.4","8.5","32","9.2","16.4","3.7","0.11"
"Tolo Harbour and Channel","TM8","2001-03-16","1","Surface Water","2.2","6.4","8","32","5.7","19.3","0.8","0.03"
"Tolo Harbour and Channel","TM8","2001-03-16","1","Middle Water","1.9","7.3","8","32.5","5.9","17.6","0.7","0.03"
"Tolo Harbour and Channel","TM8","2001-03-16","1","Bottom Water","1.2","6.7","8","32.6","7.2","17.6","2.3","0.09"
"Tolo Harbour and Channel","TM8","2001-04-19","1","Surface Water","9.3","7.6","8.4","31.7","5","21.8","1.4","0.03"
"Tolo Harbour and Channel","TM8","2001-04-19","1","Middle Water","2.4","5.8","8.3","32.5","5.1","20.9","1.3","0.07"
"Tolo Harbour and Channel","TM8","2001-04-19","1","Bottom Water","6.9","5.2","8.2","33.3","8.8","21.1","6.2","0.09"
"Tolo Harbour and Channel","TM8","2001-05-07","1","Surface Water","5.5","8.1","8.4","31.7","5","25.8","1.2","0.02"
"Tolo Harbour and Channel","TM8","2001-05-07","1","Middle Water","4","6.4","8.2","32.7","4.9","23","0.9","0.05"
"Tolo Harbour and Channel","TM8","2001-05-07","1","Bottom Water","0.7","3.9","8","33","9.1","21.8","6","0.18"
"Tolo Harbour and Channel","TM8","2001-06-04","1","Surface Water","5.3","6.9","8.4","30.9","5.8","28","2.2","0.05"
"Tolo Harbour and Channel","TM8","2001-06-04","1","Middle Water","4.4","6.1","8.4","31","6.1","27.8","2","0.08"
"Tolo Harbour and Channel","TM8","2001-06-04","1","Bottom Water","0.5","3.1","8.1","32.5","6.9","26.2","2.4","0.14"
"Tolo Harbour and Channel","TM8","2001-07-20","1","Surface Water","9.9","7.8","8.6","27.1","12.7","28","2","0.02"
"Tolo Harbour and Channel","TM8","2001-07-20","1","Middle Water","12","4","8.2","32.6","12.9","25.7","1.5","0.08"
"Tolo Harbour and Channel","TM8","2001-07-20","1","Bottom Water","3.3","3.8","8.2","34","16.5","22.8","1.2","0.12"
"Tolo Harbour and Channel","TM8","2001-08-08","1","Surface Water","4.9","6.9","8.7","25.3","5.9","30.8","1.2","0.01"
"Tolo Harbour and Channel","TM8","2001-08-08","1","Middle Water","1.7","1.6","8.1","33.5","5.4","23.2","1.1","0.16"
"Tolo Harbour and Channel","TM8","2001-08-08","1","Bottom Water","0.7","1.3","8","33.9","7","22.6","3.3","0.17"
"Tolo Harbour and Channel","TM8","2001-09-12","1","Surface Water","8.2","7.5","8.5","22.7","16.2","28.8","1.5","0.09"
"Tolo Harbour and Channel","TM8","2001-09-12","1","Middle Water","1.5","3.8","8.1","31.6","18.6","27.5","0.9","0.07"
"Tolo Harbour and Channel","TM8","2001-09-12","1","Bottom Water","1.9","1.3","8","32.3","7.4","26.3","1.8","0.17"
"Tolo Harbour and Channel","TM8","2001-10-17","1","Surface Water","3.6","5.5","8","30.8","5.1","27.5","1.4","0.02"
"Tolo Harbour and Channel","TM8","2001-10-17","1","Middle Water","3.3","5.7","8","31.1","5.4","27.3","2.1","0.02"
"Tolo Harbour and Channel","TM8","2001-10-17","1","Bottom Water","6.7","4.8","7.9","31.7","5.9","27.4","2.4","0.04"
"Tolo Harbour and Channel","TM8","2001-11-08","1","Surface Water","3","4.1","8.2","31.4","5","25.5","1","0.03"
"Tolo Harbour and Channel","TM8","2001-11-08","1","Middle Water","3.6","5","8.2","31.5","5.3","25.4","1.3","0.03"
"Tolo Harbour and Channel","TM8","2001-11-08","1","Bottom Water","1","5","8.2","31.7","5.7","25.5","2.2","0.04"
"Tolo Harbour and Channel","TM8","2001-12-05","1","Surface Water","4","4.1","8.3","31.8","5.4","21.8","2","0.04"
"Tolo Harbour and Channel","TM8","2001-12-05","1","Middle Water","2.4","5.2","8.3","32","6","21.7","2.2","0.06"
"Tolo Harbour and Channel","TM8","2001-12-05","1","Bottom Water","2.6","5.1","8.3","32.1","12.1","21.6","8.8","0.08"
"Tolo Harbour and Channel","TM8","2002-01-23","1","Surface Water","0.6","6.9","8","32.8","7.2","16.9","1","0.07"
"Tolo Harbour and Channel","TM8","2002-01-23","1","Middle Water","0.9","7.3","8","32.8","6.7","16.8","0.8","0.07"
"Tolo Harbour and Channel","TM8","2002-01-23","1","Bottom Water","0.9","7.5","8","32.9","11.9","16.7","4.7","0.07"
"Tolo Harbour and Channel","TM8","2002-02-25","1","Surface Water","1.4","8","8.1","32.4","4.9","18.8","<0.5","0.02"
"Tolo Harbour and Channel","TM8","2002-02-25","1","Middle Water","2.1","7.8","8.1","32.5","5.1","17.9","0.5","0.01"
"Tolo Harbour and Channel","TM8","2002-02-25","1","Bottom Water","2.2","7.3","8","32.5","6.4","17.4","1.5","0.02"
"Tolo Harbour and Channel","TM8","2002-03-11","1","Surface Water","0.9","5.6","8","32.4","4.6","19.9","<0.5","0.02"
"Tolo Harbour and Channel","TM8","2002-03-11","1","Middle Water","1.2","6.8","8","32.8","5.5","19.2","0.8","0.03"
"Tolo Harbour and Channel","TM8","2002-03-11","1","Bottom Water","1.4","7","8","33.5","9.3","19.7","4.4","0.04"
"Tolo Harbour and Channel","TM8","2002-04-24","1","Surface Water","0.7","8.3","8.4","33.1","5","26.3","<0.5","0.03"
"Tolo Harbour and Channel","TM8","2002-04-24","1","Middle Water","12","8.6","8.3","33.4","5.2","23.3","1.3","0.04"
"Tolo Harbour and Channel","TM8","2002-04-24","1","Bottom Water","1.3","5.6","8.1","33.6","9.3","22.4","4.4","0.05"
"Tolo Harbour and Channel","TM8","2002-05-08","1","Surface Water","1","6","8.2","33","4.9","27.4","0.9","0.03"
"Tolo Harbour and Channel","TM8","2002-05-08","1","Middle Water","0.7","5.8","8.2","33.5","5","26.1","1.9","0.03"
"Tolo Harbour and Channel","TM8","2002-05-08","1","Bottom Water","0.7","3.4","8","33.7","7.5","24.3","2.2","0.1"
"Tolo Harbour and Channel","TM8","2002-06-12","1","Surface Water","4.6","6.1","8.1","30.3","5.9","28.2","1.5","0.04"
"Tolo Harbour and Channel","TM8","2002-06-12","1","Middle Water","0.7","6.5","8.1","33","5.1","28.4","0.8","0.05"
"Tolo Harbour and Channel","TM8","2002-06-12","1","Bottom Water","1.4","4.4","8.1","33.3","9.6","27.7","7.5","0.05"
"Tolo Harbour and Channel","TM8","2002-07-08","1","Surface Water","0.5","6.2","8","32.7","4.9","29","<0.5","0.02"
"Tolo Harbour and Channel","TM8","2002-07-08","1","Middle Water","0.8","5.9","8","33.2","5.1","28.4","0.7","0.02"
"Tolo Harbour and Channel","TM8","2002-07-08","1","Bottom Water","1","2.4","7.9","34.2","13.2","22.9","11","0.18"
"Tolo Harbour and Channel","TM8","2002-08-22","1","Surface Water","8","6.5","8.6","25.9","6.2","29.2","2.3","0.01"
"Tolo Harbour and Channel","TM8","2002-08-22","1","Middle Water","1.1","5.9","8.2","29.8","6.1","28.5","1","0.02"
"Tolo Harbour and Channel","TM8","2002-08-22","1","Bottom Water","0.3","5.4","8.2","30.4","6.5","28.1","1.3","0.04"
"Tolo Harbour and Channel","TM8","2002-09-04","1","Surface Water","1.7","6.6","8.3","31.3","6.4","29.2","0.8","0.02"
"Tolo Harbour and Channel","TM8","2002-09-04","1","Middle Water","3.1","4.3","8.1","33.7","6.3","23.6","1.5","0.03"
"Tolo Harbour and Channel","TM8","2002-09-04","1","Bottom Water","1.9","1.5","7.9","34.1","7.1","22.2","3.8","0.18"
"Tolo Harbour and Channel","TM8","2002-10-03","1","Surface Water","4.4","5.2","8.6","24.7","2.9","26.6","1.8","0.03"
"Tolo Harbour and Channel","TM8","2002-10-03","1","Middle Water","2.6","4.5","8.2","30.5","2.9","26.5","0.9","0.11"
"Tolo Harbour and Channel","TM8","2002-10-03","1","Bottom Water","0.7","2.5","8","31.8","5.8","26.3","4.8","0.16"
"Tolo Harbour and Channel","TM8","2002-11-13","1","Surface Water","2.4","6.8","8.3","31.8","12.7","23.7","1.4","0.01"
"Tolo Harbour and Channel","TM8","2002-11-13","1","Middle Water","0.6","6.9","8.2","33","12.7","22.9","1.1","0.02"
"Tolo Harbour and Channel","TM8","2002-11-13","1","Bottom Water","0.3","6.7","8.2","33","13.4","22.8","1.2","0.02"
"Tolo Harbour and Channel","TM8","2002-12-06","1","Surface Water","3.7","6.8","8.2","33.1","10.4","21.5","1.1","0.02"
"Tolo Harbour and Channel","TM8","2002-12-06","1","Middle Water","2","7.4","8.2","33.5","11.5","20.9","1.7","0.05"
"Tolo Harbour and Channel","TM8","2002-12-06","1","Bottom Water","1.4","7.4","8.2","33.6","13.7","20.8","2.8","0.05"
"Tolo Harbour and Channel","TM8","2003-01-10","1","Surface Water","1.8","7","8.1","32.5","6.4","16.7","1.8","0.02"
"Tolo Harbour and Channel","TM8","2003-01-10","1","Middle Water","1.1","6.9","8.1","33","6.6","16.6","1.8","0.02"
"Tolo Harbour and Channel","TM8","2003-01-10","1","Bottom Water","1.9","7","8.1","33.2","8.2","16.5","5.2","0.02"
"Tolo Harbour and Channel","TM8","2003-02-05","1","Surface Water","3.6","7.3","8.3","32.7","7.3","16.9","2.4","0.02"
"Tolo Harbour and Channel","TM8","2003-02-05","1","Middle Water","3.4","7.3","8.3","32.7","8","16.8","3.3","0.03"
"Tolo Harbour and Channel","TM8","2003-02-05","1","Bottom Water","2","7.3","8.3","32.7","9.9","16.6","5.3","0.02"
"Tolo Harbour and Channel","TM8","2003-03-13","1","Surface Water","3.4","5.3","8.4","32.4","5.9","18.7","1.1","0.05"
"Tolo Harbour and Channel","TM8","2003-03-13","1","Middle Water","1.8","5.6","8.4","33.2","5.8","18.2","1.2","0.02"
"Tolo Harbour and Channel","TM8","2003-03-13","1","Bottom Water","2.5","6.1","8.3","33.8","9.1","19","6.5","0.07"
"Tolo Harbour and Channel","TM8","2003-04-23","1","Surface Water","2.1","4.6","8.1","33.3","5.5","23.7","1.4","0.01"
"Tolo Harbour and Channel","TM8","2003-04-23","1","Middle Water","2.8","4.8","8.1","33.3","6","22.8","1.1","0.01"
"Tolo Harbour and Channel","TM8","2003-04-23","1","Bottom Water","4.4","5.1","8","33.5","7.3","20.4","5.1","0.1"
"Tolo Harbour and Channel","TM8","2003-05-12","1","Surface Water","3.8","6.8","8.2","30.1","5.2","26.7","1.2","0.01"
"Tolo Harbour and Channel","TM8","2003-05-12","1","Middle Water","12","6.3","8.1","32.9","5.8","24.4","2.8","0.02"
"Tolo Harbour and Channel","TM8","2003-05-12","1","Bottom Water","0.7","4","7.9","33.7","10.3","23.2","9.1","0.2"
"Tolo Harbour and Channel","TM8","2003-06-11","1","Surface Water","40","6.3","8.4","28.4","6.8","26.1","4.1","0.13"
"Tolo Harbour and Channel","TM8","2003-06-11","1","Middle Water","0.5","4.1","8.2","33.2","5","26.5","1.6","0.1"
"Tolo Harbour and Channel","TM8","2003-06-11","1","Bottom Water","0.5","1.9","8","33.6","9.6","26","4.7","0.21"
"Tolo Harbour and Channel","TM8","2003-07-09","1","Surface Water","1","4.6","8.3","33","1","29.1","0.8","0.01"
"Tolo Harbour and Channel","TM8","2003-07-09","1","Middle Water","8.6","4.8","8.2","34.9","2.3","23.3","2.6","0.01"
"Tolo Harbour and Channel","TM8","2003-07-09","1","Bottom Water","2.5","2.3","8","35.1","9.9","22.1","11","0.16"
"Tolo Harbour and Channel","TM8","2003-08-06","1","Surface Water","2.9","5.8","8.4","32.7","3.8","29.1","0.7","0.02"
"Tolo Harbour and Channel","TM8","2003-08-06","1","Middle Water","1.5","3.5","8.1","34.5","4.4","25.9","1.1","0.1"
"Tolo Harbour and Channel","TM8","2003-08-06","1","Bottom Water","1.1","3.1","8.1","34.8","10.3","25","6.9","0.13"
"Tolo Harbour and Channel","TM8","2003-09-18","1","Surface Water","7.3","6.6","8.6","26.5","7.1","29.6","2","0.04"
"Tolo Harbour and Channel","TM8","2003-09-18","1","Middle Water","2.2","5.5","8.4","32.3","6.4","27.9","1","0.04"
"Tolo Harbour and Channel","TM8","2003-09-18","1","Bottom Water","1.6","3","8.2","32.8","10.7","27.4","5.8","0.15"
"Tolo Harbour and Channel","TM8","2003-10-08","1","Surface Water","1.5","4.1","8.3","30.7","6.6","28.4","1","0.03"
"Tolo Harbour and Channel","TM8","2003-10-08","1","Middle Water","1.1","4.8","8.2","32.2","6.5","28","0.8","0.05"
"Tolo Harbour and Channel","TM8","2003-10-08","1","Bottom Water","1.1","5.2","8.2","32.3","8","27.7","4.5","0.06"
"Tolo Harbour and Channel","TM8","2003-11-07","1","Surface Water","2.4","5.8","8.2","32.6","6.9","26.1","1.2","0.02"
"Tolo Harbour and Channel","TM8","2003-11-07","1","Middle Water","2.2","5.6","8.1","32.9","6.8","25.9","1.1","0.03"
"Tolo Harbour and Channel","TM8","2003-11-07","1","Bottom Water","0.8","5.2","8.1","33.1","9.8","25.8","3.6","0.07"
"Tolo Harbour and Channel","TM8","2003-12-08","1","Surface Water","4.1","5.8","8.3","33.2","6.9","21.5","1.3","0.02"
"Tolo Harbour and Channel","TM8","2003-12-08","1","Middle Water","2.2","6.7","8.3","33.4","6.4","21.6","1.2","0.03"
"Tolo Harbour and Channel","TM8","2003-12-08","1","Bottom Water","2.2","6.1","8.3","33.5","12.5","21.6","8.3","0.06"
"Tolo Harbour and Channel","TM8","2004-01-15","1","Surface Water","1","6.6","8.3","33.4","6.4","18.5","0.8","0.02"
"Tolo Harbour and Channel","TM8","2004-01-15","1","Middle Water","1","7.2","8.2","33.6","6.2","18.1","1","0.03"
"Tolo Harbour and Channel","TM8","2004-01-15","1","Bottom Water","1.4","7.1","8.2","33.6","7.8","17.9","2.9","0.03"
"Tolo Harbour and Channel","TM8","2004-02-09","1","Surface Water","4.6","7.6","8.2","33.2","6.7","14.2","2.8","0.01"
"Tolo Harbour and Channel","TM8","2004-02-09","1","Middle Water","5.4","7.7","8.2","33.3","6.7","14","2.2","0.01"
"Tolo Harbour and Channel","TM8","2004-02-09","1","Bottom Water","6.6","7.8","8.2","33.4","8","14.1","3.7","0.02"
"Tolo Harbour and Channel","TM8","2004-03-04","1","Surface Water","1.3","7.8","8","33.4","4.8","17.7","0.8","0.03"
"Tolo Harbour and Channel","TM8","2004-03-04","1","Middle Water","1.6","7.8","8","33.6","4.6","17.6","1.3","0.03"
"Tolo Harbour and Channel","TM8","2004-03-04","1","Bottom Water","1.6","7.8","8.1","33.6","4.7","17.7","1.3","0.03"
"Tolo Harbour and Channel","TM8","2004-04-16","1","Surface Water","3.9","7.2","8.4","32.6","6.4","21.6","1.2","0.04"
"Tolo Harbour and Channel","TM8","2004-04-16","1","Middle Water","3.2","7","8.2","33.4","6.4","20.5","1.1","0.04"
"Tolo Harbour and Channel","TM8","2004-04-16","1","Bottom Water","0.8","5.7","8.1","33.6","8","19.5","4.8","0.09"
"Tolo Harbour and Channel","TM8","2004-05-12","1","Surface Water","1.4","7","8.2","32","6.4","27","0.7","0.03"
"Tolo Harbour and Channel","TM8","2004-05-12","1","Middle Water","1.5","6.3","8","33.6","6.4","23.5","0.8","0.03"
"Tolo Harbour and Channel","TM8","2004-05-12","1","Bottom Water","1","4.1","7.9","33.8","9.2","22.8","4","0.07"
"Tolo Harbour and Channel","TM8","2004-06-07","1","Surface Water","3.5","7","8","32.7","1.6","27.6","0.9","0.07"
"Tolo Harbour and Channel","TM8","2004-06-07","1","Middle Water","1.8","6.5","7.9","33.2","1.6","27.8","0.6","0.04"
"Tolo Harbour and Channel","TM8","2004-06-07","1","Bottom Water","1.1","5.9","7.9","33.3","2.4","27.6","0.6","0.07"
"Tolo Harbour and Channel","TM8","2004-07-05","1","Surface Water","3.4","5.6","8.2","33.6","6.8","28.6","1","0.02"
"Tolo Harbour and Channel","TM8","2004-07-05","1","Middle Water","2.5","5.8","8.1","35.9","6.8","25.6","0.6","0.03"
"Tolo Harbour and Channel","TM8","2004-07-05","1","Bottom Water","2","5.2","8","36.7","8.3","24.3","3","0.07"
"Tolo Harbour and Channel","TM8","2004-08-23","1","Surface Water","16","7.5","8.5","30.9","9.2","29.5","4","0.07"
"Tolo Harbour and Channel","TM8","2004-08-23","1","Middle Water","1.2","7.8","8","32.3","7","27.6","1","0.04"
"Tolo Harbour and Channel","TM8","2004-08-23","1","Bottom Water","0.5","3.6","7.7","34.6","8.8","23.3","5.7","0.11"
"Tolo Harbour and Channel","TM8","2004-09-16","1","Surface Water","4.1","5.8","8.5","30.6","8.7","28.9","1.8","0.35"
"Tolo Harbour and Channel","TM8","2004-09-16","1","Middle Water","1","6","8.3","32.6","6.9","27.1","0.5","0.05"
"Tolo Harbour and Channel","TM8","2004-09-16","1","Bottom Water","1.2","6.3","8","33.1","8.3","25.9","0.8","0.05"
"Tolo Harbour and Channel","TM8","2004-10-18","1","Surface Water","1.4","6","8.2","32.4","6.7","26.6","0.6","0.03"
"Tolo Harbour and Channel","TM8","2004-10-18","1","Middle Water","1.3","5.9","8.2","32.4","6.8","26.5","<0.5","0.03"
"Tolo Harbour and Channel","TM8","2004-10-18","1","Bottom Water","1.8","5.8","8.2","32.6","11.3","26.5","7.1","0.06"
"Tolo Harbour and Channel","TM8","2004-11-03","1","Surface Water","2.8","6.7","8.1","32.5","6.8","25.2","1.4","0.02"
"Tolo Harbour and Channel","TM8","2004-11-03","1","Middle Water","3.1","6.4","8.1","32.6","7.3","25","0.8","0.04"
"Tolo Harbour and Channel","TM8","2004-11-03","1","Bottom Water","1.2","6.5","8.1","32.6","7.3","24.9","1","0.05"
"Tolo Harbour and Channel","TM8","2004-12-07","1","Surface Water","1.7","6.6","8.2","33","7.6","21.5","1.8","0.05"
"Tolo Harbour and Channel","TM8","2004-12-07","1","Middle Water","1.9","6.4","8.2","33","7.8","21.5","1.8","0.05"
"Tolo Harbour and Channel","TM8","2004-12-07","1","Bottom Water","0.9","5.6","8.2","32.9","8.8","21.6","3.2","0.06"
"Tolo Harbour and Channel","TM8","2005-01-14","1","Surface Water","1.1","6.2","8.2","33.2","8.2","16.7","1.6","0.03"
"Tolo Harbour and Channel","TM8","2005-01-14","1","Middle Water","1.2","7.4","8.2","33.3","7.8","16.6","1.7","0.03"
"Tolo Harbour and Channel","TM8","2005-01-14","1","Bottom Water","1.1","7.3","8.2","33.3","8.9","16.5","2.2","0.03"
"Tolo Harbour and Channel","TM8","2005-02-18","1","Surface Water","0.8","7","8.2","32.4","6.4","17.3","0.5","0.09"
"Tolo Harbour and Channel","TM8","2005-02-18","1","Middle Water","1.1","6.8","8.2","32.4","6.3","17.3","0.6","0.1"
"Tolo Harbour and Channel","TM8","2005-02-18","1","Bottom Water","0.9","6.7","8.2","32.4","7","17.4","0.9","0.1"
"Tolo Harbour and Channel","TM8","2005-03-09","1","Surface Water","1.5","8.9","8.2","32.5","7","16.6","1.1","0.15"
"Tolo Harbour and Channel","TM8","2005-03-09","1","Middle Water","1.5","9.3","8.2","33","7.3","15.5","0.6","0.13"
"Tolo Harbour and Channel","TM8","2005-03-09","1","Bottom Water","1","9.1","8.2","33.2","8.6","15.1","2.1","0.13"
"Tolo Harbour and Channel","TM8","2005-04-18","1","Surface Water","1","7.6","8.4","32.7","4.4","20.5","<0.5","0.06"
"Tolo Harbour and Channel","TM8","2005-04-18","1","Middle Water","0.5","6.4","8.3","33.1","4.4","18.8","0.6","0.08"
"Tolo Harbour and Channel","TM8","2005-04-18","1","Bottom Water","0.7","5.4","8.3","33.7","5.7","19.1","3.1","0.09"
"Tolo Harbour and Channel","TM8","2005-05-09","1","Surface Water","3.4","6.4","8.3","32.7","4.9","23.8","1","0.02"
"Tolo Harbour and Channel","TM8","2005-05-09","1","Middle Water","5.8","5","8.2","33.2","5.2","22.4","0.6","0.05"
"Tolo Harbour and Channel","TM8","2005-05-09","1","Bottom Water","1.8","4.5","8.2","34.3","13.3","21.9","2.5","0.05"
"Tolo Harbour and Channel","TM8","2005-06-09","1","Surface Water","1.8","5.9","8.3","30.5","8.6","26.9","0.7","0.1"
"Tolo Harbour and Channel","TM8","2005-06-09","1","Middle Water","1.9","5.3","8.3","31.4","8","26.4","0.5","0.12"
"Tolo Harbour and Channel","TM8","2005-06-09","1","Bottom Water","1.2","2.4","8.1","32.1","9.8","25.6","2.1","0.22"
"Tolo Harbour and Channel","TM8","2005-07-14","1","Surface Water","3.4","6.6","8.8","27","9.4","30.4","1.7","0.02"
"Tolo Harbour and Channel","TM8","2005-07-14","1","Middle Water","1.7","2.9","8.1","34.3","9.9","22.4","1.5","0.16"
"Tolo Harbour and Channel","TM8","2005-07-14","1","Bottom Water","1.2","2.5","8.1","34.5","11.8","21.7","5.2","0.16"
"Tolo Harbour and Channel","TM8","2005-08-12","1","Surface Water","2.5","5.8","8.3","32.2","4.2","28.3","0.8","0.03"
"Tolo Harbour and Channel","TM8","2005-08-12","1","Middle Water","1.2","5.9","8.3","32.3","4.4","27.8","1","0.04"
"Tolo Harbour and Channel","TM8","2005-08-12","1","Bottom Water","1.7","5.7","8.3","32.5","5","27.4","4.8","0.05"
"Tolo Harbour and Channel","TM8","2005-09-08","1","Surface Water","1.4","7.3","8.1","30.4","7","28.8","0.7","0.01"
"Tolo Harbour and Channel","TM8","2005-09-08","1","Middle Water","1.4","7.1","8.1","31.6","8.4","26.9","0.6","0.02"
"Tolo Harbour and Channel","TM8","2005-09-08","1","Bottom Water","1.4","2.6","7.6","33.8","10.2","23.3","2.2","0.23"
"Tolo Harbour and Channel","TM8","2005-10-07","1","Surface Water","3.5","6.6","8.3","30.9","7.7","29.1","1.6","0.02"
"Tolo Harbour and Channel","TM8","2005-10-07","1","Middle Water","2.3","6.9","8.1","32.1","8.4","28.3","1.9","0.02"
"Tolo Harbour and Channel","TM8","2005-10-07","1","Bottom Water","1.7","6.2","8.1","33.4","12.9","27.4","4.3","0.08"
"Tolo Harbour and Channel","TM8","2005-11-09","1","Surface Water","1.7","6.8","8.2","32.1","7.7","26.3","0.6","0.02"
"Tolo Harbour and Channel","TM8","2005-11-09","1","Middle Water","2","6.3","8.1","32.8","8.3","25.4","1.3","0.03"
"Tolo Harbour and Channel","TM8","2005-11-09","1","Bottom Water","2","5.9","8.1","32.9","12.5","25.3","3.6","0.05"
"Tolo Harbour and Channel","TM8","2005-12-06","1","Surface Water","1.7","6.1","8.1","32.9","9.5","21.4","3.5","0.03"
